,Language,Dataset,Context,Noisy text,Normalized text,Counts
4467,Danish,Training,ma gerne tag,pa,på,1
4468,Danish,Training,der er,abenbart,åbenbart,1
4469,Danish,Training,er abenbart en,tittle,title,1
4470,Danish,Training,gør mange folk,laeser,læser,1
4471,Danish,Training,folk laeser ens,indlaeg,indlag,1
4472,Danish,Training,,sa,så,5
4473,Danish,Training,sjov jeg er,igang,i gang,1
4474,Danish,Training,et tegn ...,plz,please,1
4475,Danish,Training,starte med at,fortaelle,fortælle,1
4476,Danish,Training,"far , og",haber,håber,1
4477,Danish,Training,og haber da,pa,på,1
4478,Danish,Training,da pa nogle,kommentare,kommentarer,1
4479,Danish,Training,det kunne have,vaeret,været,1
4480,Danish,Training,", hun var",ogsa,også,1
4481,Danish,Training,hun var ogsa,pa,på,1
4482,Danish,Training,var ogsa pa,taenker,tænker,1
4483,Danish,Training,har heller ',ikk,ikke,1
4484,Danish,Training,heller ' ikk,rinqet,ringet,1
4485,Danish,Training,ikk rinqet til,miq,mig,1
4486,Danish,Training,rinqet til miq,endu,endnu,1
4487,Danish,Training,du,ma,må,1
4488,Danish,Training,du ma,ikk,ikke,1
4489,Danish,Training,det der er,squ,sgu,1
4490,Danish,Training,jeg vil,oqs,også,1
4491,Danish,Training,<3 du,ma,må,1
4492,Danish,Training,<3 du ma,squ,sgu,1
4493,Danish,Training,du ma squ,ikk,ikke,1
4494,Danish,Training,,ejj,ej,1
4495,Danish,Training,vil helt klart,hjaelpe,hjælpe,1
4496,Danish,Training,' hun skal,squ,sgu,1
4497,Danish,Training,hun skal squ,ikk,ikke,1
4498,Danish,Training,ved det,ikk,ikke,1
4499,Danish,Training,gøre hvad jeg,ka,kan,1
4500,Danish,Training,hvad jeg ka,far,for,1
4501,Danish,Training,ka far at,hjaelpe,hjælpe,1
4502,Danish,Training,for,hva,hvad,1
4503,Danish,Training,det er jeg,ogsa,også,1
4504,Danish,Training,i just love,teh,the,2
4505,Danish,Training,' bedstevenner er,mega'glad,mega glad,1
4506,Danish,Training,bedstevenner er mega'glad,fof,for,1
4507,Danish,Training,er en super,handbold'traener,håndboldtræner,1
4508,Danish,Training,hjemme hos min,faetter,fætter,1
4509,Danish,Training,han er,ogsa,også,1
4510,Danish,Training,<3 roser til,kaeresten,kæresten,1
4511,Danish,Training,", hun fortjener",sku,sgu,1
4512,Danish,Training,fortjener sku at,bli,blive,1
4513,Danish,Training,sku at bli,forkaelet,forkælet,1
4514,Danish,Training,det er,saa,så,1
4515,Danish,Training,er saa min,forlovses,forlovelses,1
4516,Danish,Training,,psykobilled,psykobillede,1
4517,Danish,Training,vi,faldte,faldt,1
4518,Danish,Training,vi dygtige,iik,ikke,1
4519,Danish,Training,elsker dig,miin,min,1
4520,Danish,Training,", det er",idag,i dag,1
4521,Danish,Training,17.30 kommer min,sster,søster,1
4522,Danish,Training,sster og hendes,kreste,kæreste,1
4523,Danish,Training,at,vre,være,2
4524,Danish,Training,"indeholder meget ,",s,så,1
4525,Danish,Training,at mange ikke,forstr,forstår,1
4526,Danish,Training,det ansvar der,flger,følger,1
4527,Danish,Training,det kan,vre,være,1
4528,Danish,Training,alt lige fra,brn,børn,1
4529,Danish,Training,tror at man,indtrder,indtærder,1
4530,Danish,Training,i de voksnes,rkker,rækker,1
4531,Danish,Training,findes ufatteligt mange,opfattelse,opfattelser,1
4532,Danish,Training,mange opfattelse af,hvornr,hvornår,1
4533,Danish,Training,100 % individuelt,hvornr,hvornår,1
4534,Danish,Training,individuelt hvornr man,fler,føler,1
4535,Danish,Training,men for at,vre,være,1
4536,Danish,Training,", skal man",ogs,også,1
4537,Danish,Training,skal man ogs,vre,være,1
4538,Danish,Training,"moden , og",hvornr,hvornår,1
4539,Danish,Training,jeg er,afhngig,afhængig,1
4540,Danish,Training,afhngig af mine,forldre,forældre,1
4541,Danish,Training,"mine forldre ,",svel,selv,1
4542,Danish,Training,,forldre,forældre,1
4543,Danish,Training,forldre,hjlper,hjælper,1
4544,Danish,Training,forldre hjlper deres,brn,børn,1
4545,Danish,Training,hjlper deres brn,konomisk,økonomisk,1
4546,Danish,Training,men kan samtidigt,ogs,også,1
4547,Danish,Training,samtidigt ogs selv,stte,sætte,1
4548,Danish,Training,ogs selv stte,grnsen,grænsen,1
4549,Danish,Training,mange kan have,svrt,svært,1
4550,Danish,Training,svrt ved at,stte,sætte,1
4551,Danish,Training,ved at stte,grnsen,grænsen,1
4552,Danish,Training,da de,desvrre,desværre,1
4553,Danish,Training,", som for",lngst,længst,1
4554,Danish,Training,lagt deres normer,p,på,1
4555,Danish,Training,deres normer p,llen,øllen,1
4556,Danish,Training,man kan,f,få,1
4557,Danish,Training,man kan f,sttte,støtte,1
4558,Danish,Training,hvis man har,konomiske,økonomiske,1
4559,Danish,Training,man kan for,brnepasning,børnepasning,1
4560,Danish,Training,hvis det skulle,vre,være,1
4561,Danish,Training,,p,på,1
4562,Danish,Training,p denne,mde,måde,1
4563,Danish,Training,p denne mde,krver,kræver,1
4564,Danish,Training,den enkelte selv,bedmme,bestemme,1
4565,Danish,Training,mange,forldre,forældre,1
4566,Danish,Training,at se deres,brn,børn,1
4567,Danish,Training,se deres brn,ldes,ældes,1
4568,Danish,Training,brn ldes og,modes,modnes,1
4569,Danish,Training,men,p,på,1
4570,Danish,Training,"sin vis ,",tnker,tænker,1
4571,Danish,Training,"vis , tnker",forldrene,forældrene,1
4572,Danish,Training,,mske,måske,1
4573,Danish,Training,"nok , men",mske,måske,1
4574,Danish,Training,mske heller ikke,tilstrkkeligt,tilstrækkeligt,1
4575,Danish,Training,mine,teenage,teenager,1
4576,Danish,Training,mine teenage,r,er,1
4577,Danish,Training,var langt fra,frdige,færdige,1
4578,Danish,Training,havde ikke engang,fet,fået,1
4579,Danish,Training,det,fler,føler,1
4580,Danish,Training,kan umuligt sige,prcis,præcis,1
4581,Danish,Training,umuligt sige prcis,hvornr,hvornår,1
4582,Danish,Training,"vre ansvarlig ,",krver,kræver,1
4583,Danish,Training,som,isr,især,1
4584,Danish,Training,pres kan i,srdeleshed,særdeleshed,1
4585,Danish,Training,"i srdeleshed ,",vre,være,1
4586,Danish,Training,det er en,svr,svær,1
4587,Danish,Training,svr periode som,gennemgs,gennemgås,1
4588,Danish,Training,findes nogen umiddelbar,lsning,løsning,1
4589,Danish,Training,nogen umiddelbar lsning,p,på,1
4590,Danish,Training,lsning p .,collagen,kollagen,1
4591,Danish,Training,delt op i,modstninger,modsætninger,1
4592,Danish,Training,lys -,mrke,mørke,1
4593,Danish,Training,hele,collagen,kollagen,1
4594,Danish,Training,,collagen,kollagen,1
4595,Danish,Training,ved et enkelt,jekast,øjekast,1
4596,Danish,Training,,s,så,2
4597,Danish,Training,skulle andre ikke,ogs,også,1
4598,Danish,Training,at livet skal,vre,være,1
4599,Danish,Training,nydes og beundres,p,på,1
4600,Danish,Training,,jeq,jeg,1
4601,Danish,Training,kunne ikke slippe,skrmen,skærmen,1
4602,Danish,Training,ikke slippe skrmen,iqen,igen,1
4603,Danish,Training,"iqen , da",frst,først,1
4604,Danish,Training,", da frst",jeq,jeg,1
4605,Danish,Training,startet med at,lse,læse,1
4606,Danish,Training,jeq,m,må,1
4607,Danish,Training,jeq m,rliqt,ærligt,1
4608,Danish,Training,jeq m rliqt,indrmme,indrømme,1
4609,Danish,Training,du havde enkelte,slfejl,slåfejl,1
4610,Danish,Training,"enkelte slfejl ,",s,så,1
4611,Danish,Training,s burde have,fet,fået,1
4612,Danish,Training,men det kan,jeq,jeg,1
4613,Danish,Training,jeq jo ikke,bedmme,bedømme,1
4614,Danish,Training,,nr,når,1
4615,Danish,Training,nr tiden,gr,går,1
4616,Danish,Training,gr alt for,strkt,stærkt,1
4617,Danish,Training,alt for strkt,nr,når,1
4618,Danish,Training,og et halvt,dgn,døgn,1
4619,Danish,Training,et halvt dgn,fles,føles,1
4620,Danish,Training,har du nogensinde,fet,fået,2
4621,Danish,Training,dit hjerte knust,s,så,2
4622,Danish,Training,meget at du,fler,føler,2
4623,Danish,Training,"op , at",flelsen,følelsen,1
4624,Danish,Training,at holde dine,tre,tårer,1
4625,Danish,Training,dine tre tilbage,gr,gør,1
4626,Danish,Training,tre tilbage gr,s,så,1
4627,Danish,Training,at det er,ligefr,ligefør,1
4628,Danish,Training,er ligefr du,grder,græder,1
4629,Danish,Training,giver end dine,flelser,følelser,1
4630,Danish,Training,man,fler,føler,2
4631,Danish,Training,"fiasko , man",fler,føler,1
4632,Danish,Training,og man bruger,ntterne,nætterne,1
4633,Danish,Training,man bruger ntterne,p,på,1
4634,Danish,Training,at ligge og,tnke,tænke,1
4635,Danish,Training,at man turde,prve,prøve,1
4636,Danish,Training,turde prve at,bne,åbne,1
4637,Danish,Training,"en igen ,",nr,når,1
4638,Danish,Training,"tanker , sine",flelser,følelser,1
4639,Danish,Training,"smerten , man",fr,får,1
4640,Danish,Training,sidst og manglen,p,på,1
4641,Danish,Training,og manglen p,svn,søvn,1
4642,Danish,Training,manglen p svn,gr,gør,1
4643,Danish,Training,det ender,nsten,næsten,1
4644,Danish,Training,", og man",fr,får,1
4645,Danish,Training,og man fr,s,så,1
4646,Danish,Training,selv at man,fler,føler,1
4647,Danish,Training,", han var",s,så,1
4648,Danish,Training,han var s,sd,sød,1
4649,Danish,Training,"s sd ,",s,så,1
4650,Danish,Training,der ramte du,squ,sgu,1
4651,Danish,Training,du squ som,jeq,jeg,1
4652,Danish,Training,jeq har oplevet,s,så,1
4653,Danish,Training,har oplevet s,manqe,mange,1
4654,Danish,Training,oplevet s manqe,qanqe,gange,1
4655,Danish,Training,oq,jeq,jeg,1
4656,Danish,Training,oq jeq er,trt,træt,1
4657,Danish,Training,af det ..,fler,føler,1
4658,Danish,Training,.. fler at,jeq,jeg,1
4659,Danish,Training,ved alle har,prvet,prøvet,1
4660,Danish,Training,.. havde det,sdan,sådan,1
4661,Danish,Training,da min eks,kreste,kæreste,1
4662,Danish,Training,du har kunne,stte,sætte,1
4663,Danish,Training,kunne stte ord,p,på,1
4664,Danish,Training,ord p de,flelser,følelser,1
4665,Danish,Training,er dejligt med,krligheden,kærligheden,1
4666,Danish,Training,krligheden og det,gre,gør,1
4667,Danish,Training,og det gre,s,så,1
4668,Danish,Training,ondt at blive,sret,såret,1
4669,Danish,Training,smukt skrevet meget,forfrdeligt,forfærdeligt,1
4670,Danish,Training,"har oplevet ,",fuldstndig,fuldstændig,1
4671,Danish,Training,det er den,flelse,følelse,1
4672,Danish,Training,det er,s,så,1
4673,Danish,Training,s pisse depri,maaaaaan,mand,1
4674,Danish,Training,siger det sker,n,når,1
4675,Danish,Training,er sammen med,miq,mig,1
4676,Danish,Training,"med miq ,",alts,altså,1
4677,Danish,Training,alts mine eks,krester,kærester,1
4678,Danish,Training,"skuespil , dine",fdselsdagssange,fødselsdagssange,1
4679,Danish,Training,"dine fdselsdagssange ,",sknt,skønt,1
4680,Danish,Training,stemmen engang havde,vret,været,1
4681,Danish,Training,til den,strste,største,1
4682,Danish,Training,lille troede jeg,p,på,1
4683,Danish,Training,jeg p dine,rver-historier,røver-historier,1
4684,Danish,Training,mig sandheden om,krften,kræften,1
4685,Danish,Training,s,lnge,længe,1
4686,Danish,Training,den,strste,største,1
4687,Danish,Training,strste tanke der,str,står,1
4688,Danish,Training,erindringen er ikke,lngere,længere,1
4689,Danish,Training,ikke lngere din,dd,død,1
4690,Danish,Training,"smil , din",livsglde,livsglæde,1
4691,Danish,Training,holdte om min,hnd,hånd,1
4692,Danish,Training,i mig selv,mrkede,mærkede,1
4693,Danish,Training,mrkede jeg dine,krfter,kræfter,1
4694,Danish,Training,en,skbnesvanger,skæbnesvanger,1
4695,Danish,Training,skbnesvanger dag der,p,på,1
4696,Danish,Training,der p en,mde,måde,1
4697,Danish,Training,"chok , men",p,på,1
4698,Danish,Training,anden side var,lnge,længe,1
4699,Danish,Training,ingen sagde,srlig,særlig,1
4700,Danish,Training,", og lukkede",dren,døren,1
4701,Danish,Training,gik ud af,vrelset,værelset,1
4702,Danish,Training,stille om din,hnd,hånd,1
4703,Danish,Training,du havde,fet,fået,1
4704,Danish,Training,", du var",dd,død,1
4705,Danish,Training,"var dd ,",frdig,færdig,1
4706,Danish,Training,"dd , frdig",p,på,1
4707,Danish,Training,nu er dine,jne,øjne,1
4708,Danish,Training,samme forfatter :,_ingen,ingen,1
4709,Danish,Training,side nok det,frste,første,1
4710,Danish,Training,frste jeg har,lst,løst,1
4711,Danish,Training,", som var",tt,tæt,1
4712,Danish,Training,som var tt,p,på,1
4713,Danish,Training,tt p at,f,få,1
4714,Danish,Training,mig til at,grde,græde,1
4715,Danish,Training,nok fordi jeg,nrmest,nærmest,1
4716,Danish,Training,fordi jeg nrmest,forstr,forstår,1
4717,Danish,Training,ked af at,hrer,høre,1
4718,Danish,Training,virkelig virkelig virkelig,rrende,rørende,1
4719,Danish,Training,p14 det er,virkeliq,virkelig,1
4720,Danish,Training,"skrevet , det",qr,qør,1
4721,Danish,Training,det qr ondt,a,at,1
4722,Danish,Training,,sen,sådan,1
4723,Danish,Training,sen,noqet,noget,1
4724,Danish,Training,vi skal alle,iqennem,igennem,1
4725,Danish,Training,michelle-er p13 det,vars,var,1
4726,Danish,Training,vars smukt skrevet,alrdig,aldrig,1
4727,Danish,Training,p17 det var,os,også,1
4728,Danish,Training,", min morfar",dde,døde,1
4729,Danish,Training,min morfar dde,igr,i går,1
4730,Danish,Training,er fandme en,sd,sød,1
4731,Danish,Training,dreng .. jeg,behyndte,begyndte,1
4732,Danish,Training,p17 der triller,trer,tårer,1
4733,Danish,Training,det var vel,p,på,1
4734,Danish,Training,vel p en,mde,måde,1
4735,Danish,Training,"trist , han",ld,lød,1
4736,Danish,Training,ld til at,vre,være,1
4737,Danish,Training,.. jeg sidder,nsten,næsten,1
4738,Danish,Training,at miste mine,bedsteforldre,bedsteforældre,1
4739,Danish,Training,minder mig samtidig,ogs,også,1
4740,Danish,Training,huske at passe,p,på,1
4741,Danish,Training,p15 min farfar,dde,døde,1
4742,Danish,Training,dde os af,krft,kræft,1
4743,Danish,Training,for et lille,r,år,1
4744,Danish,Training,r siden :,get,godt,1
4745,Danish,Training,p14 ' kan,stte,sætte,1
4746,Danish,Training,' kan stte,miq,mig,1
4747,Danish,Training,du skriver <3,jeq,jeg,1
4748,Danish,Training,hvad du mener,oq,og,1
4749,Danish,Training,du mener oq,jeq,jeg,1
4750,Danish,Training,mener oq jeq,fler,føler,1
4751,Danish,Training,oq jeq fler,virkeliq,virkelig,1
4752,Danish,Training,fler virkeliq med,diq,dig,1
4753,Danish,Training,jeg,hber,håber,1
4754,Danish,Training,der for dig,lngere,længere,1
4755,Danish,Training,min farfar,dde,døde,1
4756,Danish,Training,farfar dde i,r,år,1
4757,Danish,Training,"i r ,",ogs,også,1
4758,Danish,Training,", ogs af",krft,kræft,1
4759,Danish,Training,jeg kan,stte,sætte,1
4760,Danish,Training,virkelig,sdt,sødt,1
4761,Danish,Training,kan fandme godt,stte,sætte,1
4762,Danish,Training,p14 det er,virkeliiq,virkelig,1
4763,Danish,Training,det er virkeliiq,rrende,rørende,1
4764,Danish,Training,virkeliiq rrende ',miit,mit,1
4765,Danish,Training,' miit hjerte,hamre,hamrer,1
4766,Danish,Training,hjerte hamre inden,ii,i,1
4767,Danish,Training,,dden,døden,1
4768,Danish,Training,dden er,noqet,noget,1
4769,Danish,Training,skabt det er,svart,svært,1
4770,Danish,Training,miste en med,krft,kræft,1
4771,Danish,Training,", har selv",prvet,prøvet,1
4772,Danish,Training,det har selv,prvet,prøvet,1
4773,Danish,Training,at have to,familie-medlemmer,familiemedlemmer,1
4774,Danish,Training,familie-medlemmer som er,dde,døde,1
4775,Danish,Training,er dde af,krft,kræft,1
4776,Danish,Training,det er det,vrste,værste,1
4777,Danish,Training,"verden , jeg",grd,græd,1
4778,Danish,Training,jeg grd og,grd,græd,1
4779,Danish,Training,og grd og,grd,græd,1
4780,Danish,Training,er snart et,r,år,1
4781,Danish,Training,i flere,maneder,måneder,1
4782,Danish,Training,", ingen havde",forstaet,forstået,1
4783,Danish,Training,gjorde det hele,vaerre,værre,1
4784,Danish,Training,var det hele,vaek,væk,1
4785,Danish,Training,", kemobehandlingen havde",faet,fået,1
4786,Danish,Training,havde taget meget,hardt,hårdt,1
4787,Danish,Training,taget meget hardt,pa,på,1
4788,Danish,Training,", den havde",svaekket,svækket,1
4789,Danish,Training,havde svaekket hendes,kraefter,kræfter,1
4790,Danish,Training,med forventninger og,hab,håb,1
4791,Danish,Training,det havde,pavirket,påvirket,1
4792,Danish,Training,havde pavirket hendes,foraeldre,forældre,1
4793,Danish,Training,"meget , specielt",hende,hendes,1
4794,Danish,Training,at se,hende,hendes,1
4795,Danish,Training,se hende mor,graede,græde,1
4796,Danish,Training,hun,matte,måtte,1
4797,Danish,Training,at hun kunne,vaere,være,1
4798,Danish,Training,hun kunne vaere,staerk,stærk,1
4799,Danish,Training,", over for",laegerne,lægerne,1
4800,Danish,Training,stod der og,maerkede,mærkede,1
4801,Danish,Training,", følte hun",naesten,næsten,1
4802,Danish,Training,for var pludselig,vaek,væk,1
4803,Danish,Training,ønskede uden hendes,kraefter,kræfter,1
4804,Danish,Training,tog fat i,handtaget,håndtaget,1
4805,Danish,Training,jeg kunne ikke,forsta,forstå,1
4806,Danish,Training,", ville ikke",forsta,forstå,1
4807,Danish,Training,har aldrig oplevet,sa,så,1
4808,Danish,Training,aldrig oplevet sa,fael,fæl,1
4809,Danish,Training,jeg har dog,vaeret,været,1
4810,Danish,Training,kunne bare ikke,vaere,være,1
4811,Danish,Training,kunne,nrmest,nærmest,1
4812,Danish,Training,kunne nrmest,fle,føle,1
4813,Danish,Training,,hber,håber,1
4814,Danish,Training,at du har,fet,fået,1
4815,Danish,Training,er det meget,rrende,rørende,1
4816,Danish,Training,rrende .. det,gr,gør,1
4817,Danish,Training,ondt indeni mig,nr,når,1
4818,Danish,Training,mig nr jeg,lser,læser,1
4819,Danish,Training,det eneste der,krves,kræves,1
4820,Danish,Training,", at du",bner,åbner,1
4821,Danish,Training,at du bner,munder,munden,1
4822,Danish,Training,bner munder og,fortller,fortæller,1
4823,Danish,Training,for dig ..,oq,og,1
4824,Danish,Training,.. oq vil,qive,give,1
4825,Danish,Training,oq vil qive,diq,dig,1
4826,Danish,Training,ja man ved,aldriq,aldrig,1
4827,Danish,Training,man ved aldriq,hvornr,hvornår,1
4828,Danish,Training,min papfar er,nsten,næsten,1
4829,Danish,Training,papfar er nsten,liqe,lige,1
4830,Danish,Training,er nsten liqe,dd,død,1
4831,Danish,Training,skrevet og meget,rrende,rørende,1
4832,Danish,Training,"man bliver ,",nr,når,1
4833,Danish,Training,"bliver , nr",krligheden,kærligheden,1
4834,Danish,Training,men,altsa,altså,1
4835,Danish,Training,at denne proces,desvaerre,desværre,1
4836,Danish,Training,giv klubejeren en,hjaelpende,hjælpende,1
4837,Danish,Training,klubejeren en hjaelpende,hand,hånd,1
4838,Danish,Training,"blive administrator ,",hjaelp,hjælp,1
4839,Danish,Training,sørg for at,fa,få,1
4840,Danish,Training,har selv overvejet,sprgsmlet,spørgsmålet,1
4841,Danish,Training,selv overvejet sprgsmlet,fr,før,1
4842,Danish,Training,den eneste der,tnker,tænker,1
4843,Danish,Training,fordi jeg stiller,sprgsmlstegn,spørgsmålstegn,1
4844,Danish,Training,som har skrevet,kommentare,kommentarer,1
4845,Danish,Training,min debat har,vret,været,1
4846,Danish,Training,vret i mod,iden,idéen,1
4847,Danish,Training,jeg kan ikke,flge,følge,1
4848,Danish,Training,", men jeg",flger,følger,1
4849,Danish,Training,- du har,fuldstndig,fuldstændig,1
4850,Danish,Training,jeg er ikke,daekket,dækket,1
4851,Danish,Training,den er nemlig,aegte,ægte,1
4852,Danish,Training,"verden , det",ma,må,1
4853,Danish,Training,det ma du,laere,lære,1
4854,Danish,Training,du laere at,forsta,forstå,1
4855,Danish,Training,negativitet er for,ondsvagt,åndsvagt,1
4856,Danish,Training,jeg havde,vaeret,været,1
4857,Danish,Training,ekskaereste i 7,maneder,måneder,1
4858,Danish,Training,ingen har kunne,forsta,forstå,1
4859,Danish,Training,"reaktion , og",pa,på,1
4860,Danish,Training,og pa nogen,omrader,områder,1
4861,Danish,Training,"unge danskere ,",ma,må,1
4862,Danish,Training,"danskere , ma",laere,lære,1
4863,Danish,Training,laere at lade,vaere,være,1
4864,Danish,Training,vaere med at,vaere,være,1
4865,Danish,Training,tommy : at,laegge,lægge,1
4866,Danish,Training,laegge tracks op,pa,på,1
4867,Danish,Training,en hjemmeside er,bade,både,1
4868,Danish,Training,bade godt og,darligt,dårligt,1
4869,Danish,Training,men crewet,gar,går,1
4870,Danish,Training,men crewet gar,sku,sgu,1
4871,Danish,Training,", og man",laerer,lærer,1
4872,Danish,Training,man laerer sgu,ogsa,også,1
4873,Danish,Training,tommy :,altsa,altså,1
4874,Danish,Training,epen som er,pa,på,1
4875,Danish,Training,hehe ) og,sadan,sådan,1
4876,Danish,Training,i det og,laes,læs,1
4877,Danish,Training,er det at,vaere,være,1
4878,Danish,Training,af hvert aspekt,idag,i dag,1
4879,Danish,Training,er crackalicious at,vaere,være,1
4880,Danish,Training,gigasus ´,star,står,1
4881,Danish,Training,gigasus ´ star,staerkt,stærkt,1
4882,Danish,Training,pludselig ved jeg,ik,ikke,1
4883,Danish,Training,er blevet sagt,nogen,nogle,1
4884,Danish,Training,vil ligge og,vaere,være,1
4885,Danish,Training,og vaere fluekneppere,pa,på,1
4886,Danish,Training,fluekneppere pa beats,sa,så,1
4887,Danish,Training,hvor du har,vaeret,været,1
4888,Danish,Training,vaeret med til,arets,årets,1
4889,Danish,Training,", har det",sa,så,1
4890,Danish,Training,ved jeg sgu,ik,ikke,1
4891,Danish,Training,selvfølgelig,ku,kunne,1
4892,Danish,Training,selvfølgelig ku jeg,ha,have,1
4893,Danish,Training,monitoren tillod mig,ik,ikke,1
4894,Danish,Training,sejr var i,naestved,næstved,1
4895,Danish,Training,og det er,hva,hvad,1
4896,Danish,Training,er hva der,taeller,tæller,1
4897,Danish,Training,en bonusbane jeg,desvaerre,desværre,1
4898,Danish,Training,bonusbane jeg desvaerre,ik,ikke,1
4899,Danish,Training,men hey ...,baggarden,baggården,1
4900,Danish,Training,og en ordentlig,kvaern,kværn,1
4901,Danish,Training,jeg syntes,ihvertfald,i hvert fald,1
4902,Danish,Training,jeg syntes ihvertfald,ik,ikke,1
4903,Danish,Training,det er,laenge,længe,1
4904,Danish,Training,vi alle har,vaeret,været,1
4905,Danish,Training,har vaeret samlet,sys,synes,1
4906,Danish,Training,,ik,ikke,1
4907,Danish,Training,er jeg jo,ogsa,også,1
4908,Danish,Training,jeg jo ogsa,vaesentligt,væsentligt,1
4909,Danish,Training,jo ogsa vaesentligt,aeldre,ældre,1
4910,Danish,Training,"jeg startede ,",sa,så,1
4911,Danish,Training,de ved ligesom,hva,hvad,1
4912,Danish,Training,handler om og,hva,hvad,1
4913,Danish,Training,4 altid <3,kre,kære,1
4914,Danish,Training,altid <3 kre,dagobog,dagbog,1
4915,Danish,Training,,n,næ,1
4916,Danish,Training,nok i morgen,ikk,ikke,1
4917,Danish,Training,rødby tog vi,sa,så,1
4918,Danish,Training,tog vi sa,faergen,færgen,1
4919,Danish,Training,fordrev vi med,laesning,læsning,1
4920,Danish,Training,de var,maegtig,mægtig,1
4921,Danish,Training,vi havde,faet,fået,1
4922,Danish,Training,ved med at,rabe,råbe,1
4923,Danish,Training,sa fantastisk at,sta,stå,1
4924,Danish,Training,og udtrykke sin,glaede,glæde,1
4925,Danish,Training,sa kunne det,vaere,være,1
4926,Danish,Training,vaere vi havde,faet,fået,1
4927,Danish,Training,fik en autograf,pa,på,1
4928,Danish,Training,en autograf pa,aermet,ærmet,1
4929,Danish,Training,aermet af min,bla,blå,1
4930,Danish,Training,", den evige",maltyv,måltyv,1
4931,Danish,Training,sa kom,garsdagens,gårsdagens,1
4932,Danish,Training,sa kom garsdagens,malhelt,målhelt,1
4933,Danish,Training,", og stor",sølvørering,sølv ørering,1
4934,Danish,Training,,ogsa,også,2
4935,Danish,Training,han gav de,habefulde,håbefulde,1
4936,Danish,Training,for alt var,forfaerdeligt,forfærdeligt,1
4937,Danish,Training,gik vi ombord,pa,på,1
4938,Danish,Training,vi ombord pa,faergen,færgen,1
4939,Danish,Training,", hvor jeg",ogsa,også,1
4940,Danish,Training,arbejdede solgte ikke,saerlig,særlig,1
4941,Danish,Training,"saerlig godt ,",sa,så,1
4942,Danish,Training,noget nyt og,spaendende,spændende,1
4943,Danish,Training,spaendende som kunne,tiltraekke,tiltrække,1
4944,Danish,Training,kunne tiltraekke flere,laesere,læsere,1
4945,Danish,Training,", den som",baeres,bæres,1
4946,Danish,Training,af den som,føre,fører,1
4947,Danish,Training,havde i mange,ar,år,1
4948,Danish,Training,i mange ar,vaeret,været,1
4949,Danish,Training,tourens 50 -,ars,års,1
4950,Danish,Training,50 - ars,jubilaeum,jubilæum,1
4951,Danish,Training,begge,kaemper,kæmper,1
4952,Danish,Training,at komme indenfor,tidsgraensen,tidsgrænsen,1
4953,Danish,Training,komme indenfor tidsgraensen,pa,på,1
4954,Danish,Training,tidsgraensen pa de,pagaeldende,pågældende,1
4955,Danish,Training,med officials og,repraesentanter,repræsentanter,1
4956,Danish,Training,skal er at,hjaelpe,hjælpe,1
4957,Danish,Training,selv komme over,tidsgraensen,tidsgrænsen,1
4958,Danish,Training,andre nøjedes med,braekkede,brækkede,1
4959,Danish,Training,", men alligevel",fortsaetter,fortsætter,1
4960,Danish,Training,der er,ogsa,også,1
4961,Danish,Training,ogsa mange penge,pa,på,1
4962,Danish,Training,hold deltog i,ar,år,1
4963,Danish,Training,og kører i,lae,læ,1
4964,Danish,Training,for vinden og,pa,på,1
4965,Danish,Training,og pa den,made,måde,1
4966,Danish,Training,den made sparer,kraefter,kræfter,1
4967,Danish,Training,made sparer kraefter,sa,så,1
4968,Danish,Training,er mere klar,naeste,næste,1
4969,Danish,Training,naeste dag i,modsaetning,modsætning,1
4970,Danish,Training,dem kan holdet,ogsa,også,1
4971,Danish,Training,kan holdet ogsa,hjaelpe,hjælpe,1
4972,Danish,Training,at køre ind,sa,så,1
4973,Danish,Training,som deres betegnelse,fortaeller,fortæller,1
4974,Danish,Training,det nogen der,baerer,bærer,1
4975,Danish,Training,"vand , men",sa,så,1
4976,Danish,Training,barcelonas formkurve lyder,pa,på,1
4977,Danish,Training,og med en,malscorer,målscore,1
4978,Danish,Training,haft en blandet,saeson,sæson,1
4979,Danish,Training,league har de,vaeret,været,1
4980,Danish,Training,her er,englaenderne,englænderne,1
4981,Danish,Training,ubesejrede i denne,saeson,sæson,1
4982,Danish,Training,lukket et eneste,mal,mål,1
4983,Danish,Training,gjort sig godt,bemaerket,bemærket,1
4984,Danish,Training,med et,mal,mål,1
4985,Danish,Training,mal af ?,enmandshaeren,enmandshæren,1
4986,Danish,Training,- den,maegtige,mægtige,1
4987,Danish,Training,sendt ud af,englaenderne,englænderne,1
4988,Danish,Training,og det blev,ogsa,også,1
4989,Danish,Training,til en meget,spaendende,spændende,1
4990,Danish,Training,london klubben har,vaeret,været,1
4991,Danish,Training,utallige skader hele,saesonen,sæsonen,1
4992,Danish,Training,", men gang",pa,på,1
4993,Danish,Training,gang har erstatningerne,vaeret,været,1
4994,Danish,Training,erstatningerne vaeret i,saerklasse,særklasse,1
4995,Danish,Training,emmanuel eboue har,vaeret,været,1
4996,Danish,Training,eboue har vaeret,faenomenale,fænomenale,1
4997,Danish,Training,ogsa den tyske,malmand,målmand,1
4998,Danish,Training,"jens lehmann ,",baerer,bærer,1
4999,Danish,Training,stor del af,aeren,æren,1
